row_id,Echo Artist,Local Artist,Local title,Echo_song_title,Echo Artist_id,Echo_song_id,local_add,energy,liveness,tempo,speechiness,acousticness,danceability,instrumentalness,loudness,valence,key,mode,labeled_valence,labeled_arousal
30,Little Joey & The Flips,Little Joey The Flips ,Bongo Stomp ,Bongo Stomp,ARPDY661187FB3C14A,SOMKAPI14F12B52EC1,salami/0067,0.624643,0.393763,105.229,0.035801,0.506273,0.513801,0,-7.88,0.968614,2,1,1,2
31,Sly & The Family Stone,Sly,Hot Fun In The Summertime ,Hot Fun in the Summertime,ARDJZ181187B9B7FBF,SOPWPZT144AE8A25A0,salami/0070,0.675216,0.494446,146.105,0.05655,0.549451,0.649873,0.001035,-11.187,0.879726,0,1,1,2
32,BFM Hits,Meatloaf ,Paradise by the Dashboard Light ,Paradise by the Dashboard Light (Originally Performed by Meatloaf) [Karaoke Version],ARQFNIL13DA9D35A35,SODCPUG140C267866D,salami/0071,0.61146,0.330264,86.537,0.031956,0.220501,0.384631,0.427726,-12.063,0.615189,7,1,1,2
33,The Youngbloods,The Youngbloods ,Get Together ,Get Together,ARBSRHV1187FB47B3D,SOCJFMB12A58A7BCEA,salami/0072,0.530524,0.111924,103.35,0.025183,0.624264,0.52248,0.022124,-10.426,0.632335,2,1,1,1
35,Martha Reeves & The Vandellas,Martha Reeves,Nowhere To Run ,Nowhere to Run (Live),ARHVWQS11F50C48028,SOLZKMB13B0CA2F183,salami/0074,0.826981,0.081253,128.093,0.148527,0.404158,0.625336,0,-3.837,0.732104,7,1,1,2
36,Foghat,Foghat ,Drivin& Wheel ,Drivin' Wheel,ARJVTRE1187B9959C0,SOKGMKK13C0D6D164F,salami/0075,0.987952,0.164865,142.261,0.136255,0.016057,0.480377,0.759721,-5.266,0.397511,7,1,1,3
37,Little River Band,Little River Band ,Reminiscing ,Reminiscing,AR06XSY1187B9B279E,SOTCRIR13767C1A7B0,salami/0077,0.639723,0.126034,94.308,0.025411,0.082014,0.632764,0.001699,-7.602,0.550539,7,1,1,1
38,The Boys,The Boys ,Dial My Heart ,Dial My Heart,ARN75D71187B9B3037,SOKXLYW139E09A479D,salami/0078,0.71291,0.036007,100.526,0.053048,0.013575,0.734423,0.016246,-8.981,0.777991,11,0,1,2
39,James Brown,James Brown ,Cold Sweat - Part 1 ,Cold Sweat (Part 1),ARRDLVE1187FB48F11,SOWFUSY12AB0185028,salami/0079,0.945846,0.498453,145.7,0.173209,0.040422,0.509373,0.000248,-7.576,0.301445,7,1,0,3
40,Paul Simon,Paul Simon ,You Can Call Me Al ,You Can Call Me Al,AR966X21187B9AC463,SOBKFIO144BD405476,salami/0081,0.801009,0.092837,128.328,0.054099,0.142956,0.777226,0.008975,-7.194,0.847982,5,1,1,2
41,Red Wine Riddim,UB40 ,Red Red Wine ,Red Wine Riddim,ARFKNWG12FE08710EF,SOIRSQJ1311AFD962C,salami/0083,0.597849,0.192275,85.028,0.29399,0.482149,0.805518,0.888094,-12.857,0.962783,0,1,1,2
42,Simply The Best Sax: The Hits Of Michael Jackson,Michael Jackson ,I Just Can&t Stop Loving You ,I Just Can't Stop Loving You (In The Style Of Michael Jackson),ARESLBS1250940E3BF,SOMRDTK131677103BF,salami/0085,0.543392,0.263948,100.353,0.025886,0.750673,0.659585,0.943797,-8.931,0.684447,0,0,1,1
43,David Bowie,David Bowie ,Space Oddity ,Space Oddity,ARJA1841187FB3A029,SOGVRDG14B34AB0F09,salami/0086,0.331758,0.20173,139.537,0.037108,0.034186,0.34356,1.00E-06,-12.272,0.529176,0,1,0,2
44,The Nitty Gritty Dirt Band,Nitty Gritty Dirt Band ,Buy For Me The Rain ,Buy for Me the Rain,AR7HM181187FB3CFC1,SOEQLYW1373EE58DC7,salami/0088,0.726918,0.222047,93.68,0.046452,0.253073,0.502857,0.041483,-11.535,0.862761,5,1,1,2
45,Peter Gabriel,Peter Gabriel ,Shock the Monkey ,Shock The Monkey,ARTP87H1187B98DBED,SOETOCE145042F349D,salami/0092,0.670228,0.042517,74.199,0.08084,0.0884,0.763184,0.00151,-8.492,0.898403,0,1,1,1
46,The Rolling Stones,Rolling Stones ,Wild Horses ,Wild Horses,ARFCUN31187B9AD578,SOACVZJ13771F083E6,salami/0094,0.301511,0.077173,70.252,0.026038,0.776935,0.369254,0.018632,-9.776,0.145083,7,1,0,1
47,Foghat,Foghat ,Drivin& Wheel ,Drivin' Wheel,ARJVTRE1187B9959C0,SOKGMKK13C0D6D164F,salami/0095,0.987952,0.164865,142.261,0.136255,0.016057,0.480377,0.759721,-5.266,0.397511,7,1,1,3
48,Bananarama,Bananarama ,A Trick Of The Night ,A Trick Of The Night,ARWILYB1187FB37DFE,SOVGZEK12A58A7A8D3,salami/0099,0.666567,0.153891,109.602,0.026569,0.173441,0.613994,0,-7.673,0.592762,4,0,1,2
49,Rod Stewart,Rod Stewart ,Maggie May ,Maggie May,ARYGO6R1187B9A7822,SORZVES1478D1CB452,salami/0100,0.590762,0.084685,129.526,0.035746,0.790236,0.586037,0.554964,-9.168,0.572268,2,1,0,2
50,Dottie West,Dottie West ,A Lesson in Leavin ,A LESSON IN LEAVIN',ARF9BNW1187FB3F54B,SOCHYRB12C0DD04DA1,salami/0101,0.220868,0.215437,149.895,0.084937,0.88511,0.711534,0.007695,-20.261,0.968293,8,0,1,2
51,Ray Price,Ray Price ,For The Good Times ,For The Good Times (Instrumental),ARXB4J91187B9A9C7D,SOGISDK12A6D223AC8,salami/0102,0.990233,0.906298,130.162,0.051783,0.042885,0.449954,0.976922,-2.576,0.911731,5,1,1,3
52,Little River Band,Little River Band ,We Two ,We Two,AR06XSY1187B9B279E,SOYLOLX12A6D4F7F4D,salami/0104,0.607419,0.155013,124.415,0.028984,0.087096,0.821597,0.005046,-10.158,0.904504,9,1,1,2
53,Rush,Rush ,The Spirit of Radio ,The Spirit Of Radio,ART48CP1187B9AE314,SOTWATJ136891882D3,salami/0105,0.93548,0.412765,118.695,0.04336,0.016008,0.425035,0.000471,-3.371,0.277304,3,0,0,3
54,Bread,Bread ,If ,If,AR78JQQ1187FB387DB,SONFTNX1315CD41FE1,salami/0106,0.270916,0.10015,97.474,0.027521,0.937421,0.3231,0.00371,-12.349,0.344714,9,1,0,1
55,Sweet Home Alabama/All Star Jam,Lynyrd Skynyrd ,Sweet Home Alabama ,Lynyrd Skynyrd/Hall of Fame,ARJSINO13E4781164D,SOHDLSQ13E47D67686,salami/0107,0.706055,0.540966,98.446,0.033009,0.337685,0.535038,0.003212,-11.82,0.890677,7,1,0,2
56,Tee-Set,The tee set ,Ma belle amie ,Ma Belle Amie (Remix),AR3UBLG1187B9A8977,SORQJWA144C99A10EE,salami/0109,0.493091,0.187034,85.779,0.054494,0.265951,0.485327,6.60E-05,-9.424,0.741846,7,1,1,2
57,The Byrds,The Byrds ,Eight Miles High ,Eight Miles High (Live),ARDI1XT1187FB3EA46,SOCBMZL1417B7EF661,salami/0111,0.756496,0.869741,85.767,0.135677,0.021989,0.301532,0.662248,-9.655,0.57962,2,1,1,2
58,Gladys Knight & The Pips,Gladys Knight,Letter Full of Tears ,Letter Full of Tears (Mono),AR33KSV1187FB4B900,SOXZCBG149E1B63858,salami/0112,0.353504,0.389037,109.372,0.034615,0.624302,0.649007,0,-12.594,0.583979,9,1,1,1
59,Cream,Cream ,Sunshine of Your Love ,SUNSHINE OF YOUR LOVE (Live),ARZHSES1187FB58AAC,SOJSCTK13667D0387F,salami/0114,0.603507,0.913468,107.518,0.042967,0.979344,0.589865,0.914846,-17.947,0.81746,2,1,1,2
60,The Ronettes,The Ronettes ,Be My Baby ,Be My Baby (Live),ARCHKD91187B9A0A42,SOEJVBD1311AFD9D16,salami/0120,0.92143,0.247766,135.794,0.042979,0.222053,0.304347,0,-3.266,0.640162,5,1,1,3
61,Freddie Jackson,Freddie Jackson ,Have You Ever Loved Somebody ,Have You Ever Loved Somebody,ARFG12O1187B9AF5D6,SOSKMWP14614893552,salami/0122,0.460059,0.209093,89.753,0.035239,0.368074,0.709277,9.00E-06,-11.213,0.694225,4,0,1,1
62,Etta James,Etta James ,Stop the Wedding ,Stop the Wedding,AR66H0N1187B9AE91E,SOGNRRO14F12975E2D,salami/0127,0.381267,0.125352,87.18,0.033579,0.875112,0.689051,0.00014,-10.135,0.954941,10,1,1,2
63,Looking Glass,Looking Glass ,Brandy ,BRANDY,AR82TX41187B9AF3E6,SOFWTWI1315CD46460,salami/0128,0.767942,0.146171,125.315,0.076569,0.540334,0.719318,1.60E-05,-7.528,0.769139,1,0,1,2
64,The Rolling Stones,The Rolling Stones ,Tumbling Dice ,Tumbling Dice,ARFCUN31187B9AD578,SOVYOMJ1376F0811C3,salami/0130,0.834272,0.120865,111.024,0.029046,0.29875,0.633789,0.264735,-6.467,0.803849,11,1,1,2
65,Ronnie Milsap,Ronnie Milsap ,I wouldn&t Have Missed it For The World ,I Wouldn't Have Missed It For The World,ARGIABO1187FB4B3B5,SOPEZJJ13152A759A9,salami/0131,0.430228,0.542017,111.838,0.029328,0.486634,0.586142,0,-12.579,0.496327,7,1,1,1
66,Bobby Bare,Bobby Bare ,Detroit City ,Detroit City,ARYWN7S1187FB43A41,SOGVXUV13D0D2B11F8,salami/0133,0.205755,0.097734,121.619,0.030066,0.75889,0.578868,0.000354,-18.328,0.646288,11,1,1,1
67,The Electric Prunes,Electric Prunes ,I Had Too Much To Dream ,I Had Too Much To Dream (Last Night),ARKFR6W1187FB3FCC4,SOFBDLT12AB01874ED,salami/0134,0.954735,0.358597,147.115,0.096331,0.133159,0.373572,0.007003,-2.063,0.324371,2,0,0,3
68,ZZ Top,ZZ Top ,La Grange ,La grange,ARLIBVA1187B99074B,SOOQVZP14F85C3A3BD,salami/0140,0.732562,0.176053,80.851,0.062383,0.002531,0.503353,0.014616,-10.122,0.466968,5,1,0,2
69,Peter Gabriel,Peter Gabriel ,Shock the Monkey ,Shock The Monkey,ARTP87H1187B98DBED,SOETOCE145042F349D,salami/0141,0.670228,0.042517,74.199,0.08084,0.0884,0.763184,0.00151,-8.492,0.898403,0,1,1,1
70,Dion,Dion ,Runaround Sue ,Runaround Sue,ARDSEZK1187B9A42A0,SOUGQME14F9B20D0E9,salami/0145,0.227866,0.096769,82.254,0.081835,0.742043,0.466254,0.001591,-13.148,0.56365,11,0,0,1
71,The String-A-Longs,The String-A-Longs ,Wheels ,Wheels,ARM603Q1187B990A66,SODUPDF1486DF7B0C7,salami/0147,0.323302,0.102085,125.525,0.058468,0.398887,0.832173,0.093451,-16.591,0.873664,0,1,1,1
72,The Police,The Police ,Spirits In The Material World ,Spirits In The Material World,ARIPLUN1187B99B9F9,SOGPQVU13E905C4C50,salami/0148,0.349853,0.02617,147.54,0.077365,0.60284,0.793097,0.001092,-21.549,0.937168,10,0,1,2
73,Randy VanWarmer,Randy Vanwarmer ,Just When I Needed You Most ,Just When I Needed You Most,ARPJ6WO1187FB58637,SOCGJAE12C106CF24F,salami/0149,0.348792,0.092339,96.872,0.025527,0.695488,0.593429,0,-11.61,0.28055,9,1,0,1
74,Tina Turner,Tina Turner ,What&s Love Got To Do With It ,What's Love Got to Do with It?,AR6001N1187B9A8632,SOTJMEL14FCD723000,salami/0150,0.568791,0.874933,100.485,0.040229,0.309188,0.694589,5.00E-06,-13.943,0.735093,7,1,0,1
75,The Everly Brothers,The Everly Brothers ,Walk Right Back ,Walk Right Back [The Everly Brothers Show - 1970],ARPAB1I1187B9AD8E4,SOJESLF12AB0183C11,salami/0153,0.353361,0.669698,109.346,0.082941,0.671781,0.514434,4.30E-05,-13.691,0.213169,1,1,0,0
76,Robert John,Robert John ,Lonely Eyes ,Lonely Eyes,ARGS1QE1187FB3CF9A,SOQXUCV12AB018A5A7,salami/0154,0.782414,0.115181,95.341,0.097717,0.157613,0.56635,0,-6.367,0.694476,0,1,0,2
77,Santo & Johnny,Santo,Sleep Walk ,Sleep Walk (feat. Johnny Farina),ARLYD741187B98F4E2,SOZPHRF13D0F2E6EE6,salami/0157,0.240753,0.116261,179.436,0.059582,0.631589,0.568804,0.932188,-13.832,0.334907,0,1,1,1
78,Level 42,Level 42 ,Something About You ,Something About You (Live),ARVZBE01187B9AC5D4,SOTOXMC145FD595F2E,salami/0158,0.886826,0.366596,110.004,0.068043,0.015984,0.604367,0.001521,-8.599,0.683723,11,1,1,3
79,Solomon Burke,Solomon Burke ,If you need me ,If You Need Me,AR65Y8H1187FB38CFD,SOEPYZG14525F923ED,salami/0160,0.192464,0.149316,178.319,0.043221,0.770513,0.430305,0,-15.723,0.513304,9,1,1,1
80,Brenda Lee,Brenda Lee ,Sweet Nothin&s ,Sweet Nothin's,ARGKD4W1187B990E04,SONVPGD147E9AF8B0A,salami/0162,0.448503,0.320526,125.248,0.054626,0.777435,0.75082,1.40E-05,-10.689,0.934374,2,0,0,1
81,Melba Montgomery,Melba Montgomery ,No Charge ,No Charge,ARPKYNL1187FB3A948,SOARBQI13167711918,salami/0167,0.362275,0.486864,101.726,0.031212,0.535631,0.554871,0,-14.056,0.44821,7,1,0,1
82,The Animals,San Franciscan Nights ,The Animals ,San Franciscan Nights,AR1VWD91187FB4CE99,SODUSVU1313439F5A9,salami/0168,0.589004,0.248853,172.579,0.031123,0.419156,0.381876,0.033219,-9.8,0.531529,0,1,1,1
83,Don Gibson,Sea of Heartbreak ,Don Gibson ,Sea Of Heartbreak,AR7CCCC1187FB578FF,SOCMCKI1373FF31D8A,salami/0169,0.524914,0.169524,91.84,0.030942,0.542338,0.589472,7.70E-05,-9.72,0.710302,7,1,1,1
84,Golden Earring,Twilight Zone ,Golden Earring ,Twilight Zone,AR7B7S81187FB37F20,SONDELG135C2099C44,salami/0170,0.727497,0.664283,119.258,0.065679,0.012564,0.600589,1.80E-05,-8.009,0.71382,11,0,1,2
85,Solomon Burke,Solomon Burke ,If you need me ,If You Need Me,AR65Y8H1187FB38CFD,SOEPYZG14525F923ED,salami/0172,0.192464,0.149316,178.319,0.043221,0.770513,0.430305,0,-15.723,0.513304,9,1,1,1
86,Chicago,25 or 6 to 4 ,Chicago ,25 or 6 to 4 (Live in Chicago,AR4EUFM1187B99592B,SOMHZOW1315CD3F0DD,salami/0176,0.95224,0.984847,143.037,0.107994,0.002162,0.371812,0.024294,-6.772,0.250774,7,1,0,3
87,Natalie Cole,Nathalie Cole ,I&ve Got Love On My Mind ,I've Got Love On My Mind (Live),ARBM4TC1187FB5CE98,SOPXWXI12AB017C62F,salami/0177,0.470575,0.895042,99.034,0.049767,0.537165,0.483309,0.008475,-13.798,0.454279,8,1,0,1
88,Gordon Lightfoot,Beautiful ,Gordon Lightfoot ,Beautiful,ARFGYOQ1187B9AD59F,SOBWYLZ13A5BCB52DA,salami/0180,0.277951,0.132732,106.758,0.028936,0.836055,0.598917,0.00036,-16.16,0.38473,4,1,0,0
89,Naked Eyes,Always Something There to Remind Me ,Naked Eyes ,Always Something There To Remind Me,ARIF7JN1187B9B927B,SOAFNXE13167714FD4,salami/0181,0.692575,0.368875,149.23,0.038422,0.097277,0.629255,0,-8.907,0.67767,7,1,1,1
90,Annie's Band,John Denver ,Annie&s Song ,Annie's Song,ARCQGEW132216960E7,SOGASTL1371FE57153,salami/0182,0.309286,0.111072,143.579,0.029893,0.052311,0.467742,3.00E-06,-12.581,0.218358,2,1,0,1
91,ABBA-DJ,ABBA ,Chiquitita ,Chiquitita,AR6R3V31187FB3EA8E,SOKJASI13B24B00DA8,salami/0183,0.852748,0.179002,119.953,0.033235,0.063842,0.663411,0.000216,-7.901,0.879961,8,1,1,2
92,Jimmy Clanton,Jimmy Clanton ,Just A Dream ,Just a Dream,ARMB2F71187B98CDCF,SOMUFMZ14F91EEAC03,salami/0185,0.227685,0.355021,125.008,0.037503,0.857835,0.580333,0,-8.605,0.909172,7,1,0,1
93,Little River Band,Little River Band ,Help Is On The Way ,Help Is On Its Way,AR06XSY1187B9B279E,SOBWYON136677F1E7F,salami/0187,0.642038,0.072198,107.192,0.03242,0.198296,0.655391,8.00E-06,-6.305,0.692116,11,1,1,2
94,Gloria Gaynor,Gloria Gaynor ,Never Can Say Goodbye ,Never Can Say Goodbye,ARHIET31187FB42D8D,SOTFVJX144CBB0940E,salami/0190,0.811011,0.095622,122.32,0.028884,0.000571,0.700218,0.004212,-10.694,0.623205,7,0,1,2
95,The Rascals,The Rascals ,People Got To Be Free ,People Got To Be Free,ARSYOWS1187FB41157,SOBYXAH12AB01884D9,salami/0191,0.626968,0.147439,126.336,0.034405,0.424468,0.669814,0,-9.656,0.961378,10,1,1,2
96,Dinah Washington,Dinah Washington ,Unforgettable ,Unforgettable,ARKG7TE1187B9A45D8,SOCPIUY13EA284E26A,salami/0192,0.170692,0.173991,164.567,0.044948,0.991956,0.39584,0.009586,-13.607,0.176823,7,0,1,0
97,Andy Gibb,Andy Gibb ,Shadow Dancing ,Shadow Dancing,AROUSVG1187FB360E8,SOPLTXG1315CD483E5,salami/0193,0.59892,0.072045,101.907,0.031702,0.147911,0.743074,0,-9.62,0.961107,7,0,1,2
98,Eric Clapton,Eric Clapton ,Willie And The Hand Jive ,Willie And The Hand Jive,ARLAUED1187B9ACEAF,SOBQJHL144B726AA73,salami/0194,0.339797,0.071511,90.796,0.473049,0.171893,0.806087,0.036136,-14.806,0.649629,9,1,1,1
99,Paul Anka,Paul Anka ,Love Me Warm And Tender ,Love Me Warm and Tender,AR65T9K1187FB3842E,SOHFDBL12A8C13CBE8,salami/0196,0.865227,0.348389,110.586,0.034217,0.712473,0.561462,0,-6.002,0.964899,2,1,1,2
100,Chicago,Chicago ,Along Comes A Woman ,Along Comes A Woman,AR4EUFM1187B99592B,SOBUOPB135C20FF56D,salami/0198,0.637411,0.067251,111.898,0.032922,0.110135,0.739386,7.00E-06,-4.598,0.881324,2,1,1,2
101,Anne Murray,Anne Murray ,Could I Have This Dance ,Could I Have This Dance,AR6XWV21187FB4ACC5,SOCENUT131677178F7,salami/0199,0.24267,0.176979,87.303,0.025869,0.771534,0.498262,0.003193,-14.398,0.577795,9,1,1,1
102,The O'Jays,The O&Jays ,Love Train ,Love Train,ARDB2FQ1187B9B8F09,SOCPFER1376B236623,salami/0202,0.713259,0.281294,123.123,0.049291,0.546595,0.696818,0,-7.202,0.762031,0,1,1,2
103,Jimmy Cliff, Beautiful People ,Wonderful World,Wonderful World,ARNE16X1187B9B2DEE,SOSAADJ144C43EF312,salami/0203,0.568395,0.084887,107.279,0.024552,0.002637,0.733795,0,-7.821,0.728554,2,1,1,2
104,Paul McCartney,Paul McCartney ,Maybe I&m Amazed ,Maybe I'm Amazed (Live),AR9ZLJJ1187FB5BC16,SOBRPMO12A5891F86E,salami/0206,0.627882,0.978572,76.01,0.047693,0.123732,0.359697,0.003961,-12.387,0.326974,2,1,1,2
105,Steve Winwood,Steve Winwood ,Back in the High Life Again ,Back In The High Life Again,ARUNKLR1187B9B5DFC,SOTCJZC1315CD4D80E,salami/0207,0.703818,0.225478,168.606,0.034822,0.356236,0.597979,6.70E-05,-7.782,0.698057,2,1,1,1
106,New York Latin All-Stars,Chicago ,Another Rainy Day in New York City ,Another Rainy Day in New York City,ARPLLSW12FE087AF3C,SOCPWDZ1316770FA4A,salami/0208,0.675746,0.049762,155.803,0.037436,0.225793,0.645607,1.80E-05,-8.097,0.758073,9,1,1,2
107,Eagles,The Eagles ,Already Gone ,Already Gone,AR16GSC1187B9A6291,SOUESNX12A8AE4618F,salami/0209,0.811982,0.407778,146.2,0.046679,0.005909,0.46459,0.000494,-6.398,0.795564,7,1,1,2
108,Tom Jones,Tom Jones ,She&s A Lady ,She's A Lady,ARFHP8I1187B9B303F,SOOAOMV12A6D4F81BA,salami/0210,0.939457,0.340739,119.862,0.228898,0.158632,0.506159,0,-5.397,0.650384,2,1,1,2
